,Country,Product,Flow,Date,value
1053,Germany,"Coal, peat and oil shale",Total energy supply (PJ),2005,3429.022795
1054,Germany,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,4993.125818
1055,Germany,Oil products,Total energy supply (PJ),2005,-104.4419994
1056,Germany,Natural gas,Total energy supply (PJ),2005,3256.581599
1057,Germany,Nuclear,Total energy supply (PJ),2005,1778.781817
1058,Germany,Renewables and waste,Total energy supply (PJ),2005,854.3376247
1059,Germany,Electricity,Total energy supply (PJ),2005,-16.4375987
1060,Germany,Heat,Total energy supply (PJ),2005,-0.2519993052
1061,Germany,Total,Total energy supply (PJ),2005,14190.71806
1062,Greece,"Coal, peat and oil shale",Total energy supply (PJ),2005,374.7885531
1063,Greece,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,837.3893662
1064,Greece,Oil products,Total energy supply (PJ),2005,-127.6877997
1065,Greece,Natural gas,Total energy supply (PJ),2005,98.53830161
1066,Greece,Nuclear,Total energy supply (PJ),2005,0
1067,Greece,Renewables and waste,Total energy supply (PJ),2005,72.40110148
1068,Greece,Electricity,Total energy supply (PJ),2005,13.60800016
1069,Greece,Heat,Total energy supply (PJ),2005,0
1070,Greece,Total,Total energy supply (PJ),2005,1269.037519
1071,Hungary,"Coal, peat and oil shale",Total energy supply (PJ),2005,127.1112438
1072,Hungary,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,321.5246989
1073,Hungary,Oil products,Total energy supply (PJ),2005,-27.85519908
1074,Hungary,Natural gas,Total energy supply (PJ),2005,506.3490004
1075,Hungary,Nuclear,Total energy supply (PJ),2005,151.5853632
1076,Hungary,Renewables and waste,Total energy supply (PJ),2005,73.35739591
1077,Hungary,Electricity,Total energy supply (PJ),2005,22.41719902
1078,Hungary,Heat,Total energy supply (PJ),2005,0
1079,Hungary,Total,Total energy supply (PJ),2005,1174.489702
1080,Ireland,"Coal, peat and oil shale",Total energy supply (PJ),2005,111.7589683
1081,Ireland,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,141.7214383
1082,Ireland,Oil products,Total energy supply (PJ),2005,189.272048
1083,Ireland,Natural gas,Total energy supply (PJ),2005,146.3473038
1084,Ireland,Nuclear,Total energy supply (PJ),2005,0
1085,Ireland,Renewables and waste,Total energy supply (PJ),2005,15.33045806
1086,Ireland,Electricity,Total energy supply (PJ),2005,7.35894158
1087,Ireland,Heat,Total energy supply (PJ),2005,0
1088,Ireland,Total,Total energy supply (PJ),2005,611.7891539
1089,Italy,"Coal, peat and oil shale",Total energy supply (PJ),2005,689.5207342
1090,Italy,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,4181.20538
1091,Italy,Oil products,Total energy supply (PJ),2005,-821.3957986
1092,Italy,Natural gas,Total energy supply (PJ),2005,2958.026401
1093,Italy,Nuclear,Total energy supply (PJ),2005,0
1094,Italy,Renewables and waste,Total energy supply (PJ),2005,618.7892406
1095,Italy,Electricity,Total energy supply (PJ),2005,176.9579993
1096,Italy,Heat,Total energy supply (PJ),2005,0
1097,Italy,Total,Total energy supply (PJ),2005,7803.103952
1098,Latvia,"Coal, peat and oil shale",Total energy supply (PJ),2005,3.414331213
1099,Latvia,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,0.1573985592
1100,Latvia,Oil products,Total energy supply (PJ),2005,59.45439801
1101,Latvia,Natural gas,Total energy supply (PJ),2005,56.85210084
1102,Latvia,Nuclear,Total energy supply (PJ),2005,0
1103,Latvia,Renewables and waste,Total energy supply (PJ),2005,61.99439977
1104,Latvia,Electricity,Total energy supply (PJ),2005,7.732801886
1105,Latvia,Heat,Total energy supply (PJ),2005,0
1106,Latvia,Total,Total energy supply (PJ),2005,189.6054345
1107,Lithuania,"Coal, peat and oil shale",Total energy supply (PJ),2005,7.716799937
1108,Lithuania,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,397.6050891
1109,Lithuania,Oil products,Total energy supply (PJ),2005,-285.7669986
1110,Lithuania,Natural gas,Total energy supply (PJ),2005,103.6844985
1111,Lithuania,Nuclear,Total energy supply (PJ),2005,114.697273
1112,Lithuania,Renewables and waste,Total energy supply (PJ),2005,36.89079915
1113,Lithuania,Electricity,Total energy supply (PJ),2005,-10.67760023
1114,Lithuania,Heat,Total energy supply (PJ),2005,6.997001094
1115,Lithuania,Total,Total energy supply (PJ),2005,371.146866
1116,Luxembourg,"Coal, peat and oil shale",Total energy supply (PJ),2005,3.248889811
1117,Luxembourg,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,0
1118,Luxembourg,Oil products,Total energy supply (PJ),2005,114.9635241
1119,Luxembourg,Natural gas,Total energy supply (PJ),2005,49.24816447
1120,Luxembourg,Nuclear,Total energy supply (PJ),2005,0
1121,Luxembourg,Renewables and waste,Total energy supply (PJ),2005,4.452946502
1122,Luxembourg,Electricity,Total energy supply (PJ),2005,11.73708671
1123,Luxembourg,Heat,Total energy supply (PJ),2005,0
1124,Luxembourg,Total,Total energy supply (PJ),2005,183.6506074
1125,Netherlands,"Coal, peat and oil shale",Total energy supply (PJ),2005,338.8804587
1126,Netherlands,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,2685.22091
1127,Netherlands,Oil products,Total energy supply (PJ),2005,-1394.12478
1128,Netherlands,Natural gas,Total energy supply (PJ),2005,1478.999698
1129,Netherlands,Nuclear,Total energy supply (PJ),2005,43.60363794
1130,Netherlands,Renewables and waste,Total energy supply (PJ),2005,125.3571714
1131,Netherlands,Electricity,Total energy supply (PJ),2005,65.85480103
1132,Netherlands,Heat,Total energy supply (PJ),2005,0
1133,Netherlands,Total,Total energy supply (PJ),2005,3343.791906
1134,Poland,"Coal, peat and oil shale",Total energy supply (PJ),2005,2288.377262
1135,Poland,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,790.3761156
1136,Poland,Oil products,Total energy supply (PJ),2005,112.1863988
1137,Poland,Natural gas,Total energy supply (PJ),2005,512.2341004
1138,Poland,Nuclear,Total energy supply (PJ),2005,0
1139,Poland,Renewables and waste,Total energy supply (PJ),2005,194.3900969
1140,Poland,Electricity,Total energy supply (PJ),2005,-40.26960118
1141,Poland,Heat,Total energy supply (PJ),2005,0.5140008756
1142,Poland,Total,Total energy supply (PJ),2005,3857.808382
1143,Portugal,"Coal, peat and oil shale",Total energy supply (PJ),2005,140.2187832
1144,Portugal,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,573.8567333
1145,Portugal,Oil products,Total energy supply (PJ),2005,60.79079944
1146,Portugal,Natural gas,Total energy supply (PJ),2005,157.033801
1147,Portugal,Nuclear,Total energy supply (PJ),2005,0
1148,Portugal,Renewables and waste,Total energy supply (PJ),2005,151.3339878
1149,Portugal,Electricity,Total energy supply (PJ),2005,24.56640069
1150,Portugal,Heat,Total energy supply (PJ),2005,0
1151,Portugal,Total,Total energy supply (PJ),2005,1107.800505
1152,Slovak Republic,"Coal, peat and oil shale",Total energy supply (PJ),2005,177.4024113
1153,Slovak Republic,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,238.0093684
1154,Slovak Republic,Oil products,Total energy supply (PJ),2005,-93.21560184
1155,Slovak Republic,Natural gas,Total energy supply (PJ),2005,246.3362981
1156,Slovak Republic,Nuclear,Total energy supply (PJ),2005,195.6184538
1157,Slovak Republic,Renewables and waste,Total energy supply (PJ),2005,35.96650443
1158,Slovak Republic,Electricity,Total energy supply (PJ),2005,-11.75400139
1159,Slovak Republic,Heat,Total energy supply (PJ),2005,0.0023990364
1160,Slovak Republic,Total,Total energy supply (PJ),2005,788.3658403
1161,Slovenia,"Coal, peat and oil shale",Total energy supply (PJ),2005,64.44624428
1162,Slovenia,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,0
1163,Slovenia,Oil products,Total energy supply (PJ),2005,106.0665992
1164,Slovenia,Natural gas,Total energy supply (PJ),2005,38.88809953
1165,Slovenia,Nuclear,Total energy supply (PJ),2005,64.18909103
1166,Slovenia,Renewables and waste,Total energy supply (PJ),2005,42.8295991
1167,Slovenia,Electricity,Total energy supply (PJ),2005,-1.17000126
1168,Slovenia,Heat,Total energy supply (PJ),2005,0
1169,Slovenia,Total,Total energy supply (PJ),2005,315.2496319
1170,Spain,"Coal, peat and oil shale",Total energy supply (PJ),2005,861.0365047
1171,Spain,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,2551.385101
1172,Spain,Oil products,Total energy supply (PJ),2005,276.7034014
1173,Spain,Natural gas,Total energy supply (PJ),2005,1249.510501
1174,Spain,Nuclear,Total energy supply (PJ),2005,627.6981816
1175,Spain,Renewables and waste,Total energy supply (PJ),2005,359.6650569
1176,Spain,Electricity,Total energy supply (PJ),2005,-4.83479941
1177,Spain,Heat,Total energy supply (PJ),2005,0
1178,Spain,Total,Total energy supply (PJ),2005,5921.163939
1179,Sweden,"Coal, peat and oil shale",Total energy supply (PJ),2005,109.9476456
1180,Sweden,"Crude, NGL and feedstocks",Total energy supply (PJ),2005,834.7064062
1181,Sweden,Oil products,Total energy supply (PJ),2005,-237.1176009
1182,Sweden,Natural gas,Total energy supply (PJ),2005,35.27909886
1183,Sweden,Nuclear,Total energy supply (PJ),2005,789.5672719
1184,Sweden,Renewables and waste,Total energy supply (PJ),2005,641.2045765
1185,Sweden,Electricity,Total energy supply (PJ),2005,-26.61120032
1186,Sweden,Heat,Total energy supply (PJ),2005,12.31136076
1187,Sweden,Total,Total energy supply (PJ),2005,2159.287563
1188,Austria,"Coal, peat and oil shale",Total energy supply (PJ),2006,169.2606554
1189,Austria,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,384.3477083
1190,Austria,Oil products,Total energy supply (PJ),2006,188.3774586
1191,Austria,Natural gas,Total energy supply (PJ),2006,316.94578
1192,Austria,Nuclear,Total energy supply (PJ),2006,0
1193,Austria,Renewables and waste,Total energy supply (PJ),2006,338.9947457
1194,Austria,Electricity,Total energy supply (PJ),2006,22.83992347
1195,Austria,Heat,Total energy supply (PJ),2006,0.1576623276
1196,Austria,Total,Total energy supply (PJ),2006,1420.923942
1197,Belgium,"Coal, peat and oil shale",Total energy supply (PJ),2006,207.3280081
1198,Belgium,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,1356.79965
1199,Belgium,Oil products,Total energy supply (PJ),2006,-423.1017004
1200,Belgium,Natural gas,Total energy supply (PJ),2006,630.5355006
1201,Belgium,Nuclear,Total energy supply (PJ),2006,508.8545448
1202,Belgium,Renewables and waste,Total energy supply (PJ),2006,82.30120876
1203,Belgium,Electricity,Total energy supply (PJ),2006,36.56520009
1204,Belgium,Heat,Total energy supply (PJ),2006,2.791000429
1205,Belgium,Total,Total energy supply (PJ),2006,2402.073408
1206,Czech Republic,"Coal, peat and oil shale",Total energy supply (PJ),2006,879.1693555
1207,Czech Republic,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,341.2801859
1208,Czech Republic,Oil products,Total energy supply (PJ),2006,59.47760125
1209,Czech Republic,Natural gas,Total energy supply (PJ),2006,317.9259015
1210,Czech Republic,Nuclear,Total energy supply (PJ),2006,285.2081822
1211,Czech Republic,Renewables and waste,Total energy supply (PJ),2006,99.45373706
1212,Czech Republic,Electricity,Total energy supply (PJ),2006,-45.47159969
1213,Czech Republic,Heat,Total energy supply (PJ),2006,0.3689994312
1214,Czech Republic,Total,Total energy supply (PJ),2006,1937.412363
1215,Denmark,"Coal, peat and oil shale",Total energy supply (PJ),2006,229.3134978
1216,Denmark,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,340.196102
1217,Denmark,Oil products,Total energy supply (PJ),2006,-23.84099991
1218,Denmark,Natural gas,Total energy supply (PJ),2006,189.9368992
1219,Denmark,Nuclear,Total energy supply (PJ),2006,0
1220,Denmark,Renewables and waste,Total energy supply (PJ),2006,138.2603028
1221,Denmark,Electricity,Total energy supply (PJ),2006,-24.96600144
1222,Denmark,Heat,Total energy supply (PJ),2006,0.1573985592
1223,Denmark,Total,Total energy supply (PJ),2006,849.0571949
1224,Estonia,"Coal, peat and oil shale",Total energy supply (PJ),2006,127.4138741
1225,Estonia,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,-9.647626493
1226,Estonia,Oil products,Total energy supply (PJ),2006,41.87599679
1227,Estonia,Natural gas,Total energy supply (PJ),2006,33.8354986
1228,Estonia,Nuclear,Total energy supply (PJ),2006,0
1229,Estonia,Renewables and waste,Total energy supply (PJ),2006,22.27193381
1230,Estonia,Electricity,Total energy supply (PJ),2006,-2.700000331
1231,Estonia,Heat,Total energy supply (PJ),2006,0
1232,Estonia,Total,Total energy supply (PJ),2006,213.0496806
1233,Finland,"Coal, peat and oil shale",Total energy supply (PJ),2006,306.9938904
1234,Finland,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,526.361762
1235,Finland,Oil products,Total energy supply (PJ),2006,-91.42239958
1236,Finland,Natural gas,Total energy supply (PJ),2006,162.6678019
1237,Finland,Nuclear,Total energy supply (PJ),2006,249.8836356
1238,Finland,Renewables and waste,Total energy supply (PJ),2006,367.8633012
1239,Finland,Electricity,Total energy supply (PJ),2006,41.04359815
1240,Finland,Heat,Total energy supply (PJ),2006,3.553998674
1241,Finland,Total,Total energy supply (PJ),2006,1566.94558
1242,France,"Coal, peat and oil shale",Total energy supply (PJ),2006,546.577998
1243,France,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,3567.466287
1244,France,Oil products,Total energy supply (PJ),2006,88.23320098
1245,France,Natural gas,Total energy supply (PJ),2006,1658.899799
1246,France,Nuclear,Total energy supply (PJ),2006,4911.174546
1247,France,Renewables and waste,Total energy supply (PJ),2006,686.589476
1248,France,Electricity,Total energy supply (PJ),2006,-228.0276018
1249,France,Heat,Total energy supply (PJ),2006,0
1250,France,Total,Total energy supply (PJ),2006,11230.9137
1251,Germany,"Coal, peat and oil shale",Total energy supply (PJ),2006,3605.366582
1252,Germany,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,4856.2886
1253,Germany,Oil products,Total energy supply (PJ),2006,25.68940093
1254,Germany,Natural gas,Total energy supply (PJ),2006,3319.974901
1255,Germany,Nuclear,Total energy supply (PJ),2006,1824.752726
1256,Germany,Renewables and waste,Total energy supply (PJ),2006,1038.770942
1257,Germany,Electricity,Total energy supply (PJ),2006,-61.11719819
1258,Germany,Heat,Total energy supply (PJ),2006,-0.237998646
1259,Germany,Total,Total energy supply (PJ),2006,14609.48795
1260,Greece,"Coal, peat and oil shale",Total energy supply (PJ),2006,352.8381404
1261,Greece,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,889.135857
1262,Greece,Oil products,Total energy supply (PJ),2006,-181.536399
1263,Greece,Natural gas,Total energy supply (PJ),2006,115.0218002
1264,Greece,Nuclear,Total energy supply (PJ),2006,0
1265,Greece,Renewables and waste,Total energy supply (PJ),2006,77.66597736
1266,Greece,Electricity,Total energy supply (PJ),2006,15.12720148
1267,Greece,Heat,Total energy supply (PJ),2006,0
1268,Greece,Total,Total energy supply (PJ),2006,1268.252582
1269,Hungary,"Coal, peat and oil shale",Total energy supply (PJ),2006,128.6297669
1270,Hungary,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,325.1385981
1271,Hungary,Oil products,Total energy supply (PJ),2006,-17.3108019
1272,Hungary,Natural gas,Total energy supply (PJ),2006,479.6721008
1273,Hungary,Nuclear,Total energy supply (PJ),2006,147.4412728
1274,Hungary,Renewables and waste,Total energy supply (PJ),2006,74.48299615
1275,Hungary,Electricity,Total energy supply (PJ),2006,25.94520185
1276,Hungary,Heat,Total energy supply (PJ),2006,0
1277,Hungary,Total,Total energy supply (PJ),2006,1163.999135
1278,Ireland,"Coal, peat and oil shale",Total energy supply (PJ),2006,99.86227244
1279,Ireland,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,134.6267424
1280,Ireland,Oil products,Total energy supply (PJ),2006,189.9323775
1281,Ireland,Natural gas,Total energy supply (PJ),2006,165.7210635
1282,Ireland,Nuclear,Total energy supply (PJ),2006,0
1283,Ireland,Renewables and waste,Total energy supply (PJ),2006,17.71741554
1284,Ireland,Electricity,Total energy supply (PJ),2006,6.40036116
1285,Ireland,Heat,Total energy supply (PJ),2006,0
1286,Ireland,Total,Total energy supply (PJ),2006,614.2602242
1287,Italy,"Coal, peat and oil shale",Total energy supply (PJ),2006,698.0805002
1288,Italy,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,4099.119452
1289,Italy,Oil products,Total energy supply (PJ),2006,-797.8794013
1290,Italy,Natural gas,Total energy supply (PJ),2006,2896.922701
1291,Italy,Nuclear,Total energy supply (PJ),2006,0
1292,Italy,Renewables and waste,Total energy supply (PJ),2006,673.7615227
1293,Italy,Electricity,Total energy supply (PJ),2006,161.9460018
1294,Italy,Heat,Total energy supply (PJ),2006,0
1295,Italy,Total,Total energy supply (PJ),2006,7731.950773
1296,Latvia,"Coal, peat and oil shale",Total energy supply (PJ),2006,3.63968991
1297,Latvia,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,0.7870011696
1298,Latvia,Oil products,Total energy supply (PJ),2006,63.99759936
1299,Latvia,Natural gas,Total energy supply (PJ),2006,58.89239965
1300,Latvia,Nuclear,Total energy supply (PJ),2006,0
1301,Latvia,Renewables and waste,Total energy supply (PJ),2006,60.03555934
1302,Latvia,Electricity,Total energy supply (PJ),2006,9.028800706
1303,Latvia,Heat,Total energy supply (PJ),2006,0
1304,Latvia,Total,Total energy supply (PJ),2006,196.3810459
1305,Lithuania,"Coal, peat and oil shale",Total energy supply (PJ),2006,10.50557299
1306,Lithuania,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,356.1438953
1307,Lithuania,Oil products,Total energy supply (PJ),2006,-244.9397994
1308,Lithuania,Natural gas,Total energy supply (PJ),2006,102.7467013
1309,Lithuania,Nuclear,Total energy supply (PJ),2006,96.36754629
1310,Lithuania,Renewables and waste,Total energy supply (PJ),2006,38.96860332
1311,Lithuania,Electricity,Total energy supply (PJ),2006,-1.540801015
1312,Lithuania,Heat,Total energy supply (PJ),2006,7.271002033
1313,Lithuania,Total,Total energy supply (PJ),2006,365.522725
1314,Luxembourg,"Coal, peat and oil shale",Total energy supply (PJ),2006,3.876805141
1315,Luxembourg,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,0
1316,Luxembourg,Oil products,Total energy supply (PJ),2006,108.5895775
1317,Luxembourg,Natural gas,Total energy supply (PJ),2006,51.51351635
1318,Luxembourg,Nuclear,Total energy supply (PJ),2006,0
1319,Luxembourg,Renewables and waste,Total energy supply (PJ),2006,4.715446302
1320,Luxembourg,Electricity,Total energy supply (PJ),2006,12.80516033
1321,Luxembourg,Heat,Total energy supply (PJ),2006,0
1322,Luxembourg,Total,Total energy supply (PJ),2006,181.5005098
1323,Netherlands,"Coal, peat and oil shale",Total energy supply (PJ),2006,330.0668553
1324,Netherlands,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,2622.798402
1325,Netherlands,Oil products,Total energy supply (PJ),2006,-1318.632396
1326,Netherlands,Natural gas,Total energy supply (PJ),2006,1433.7
1327,Netherlands,Nuclear,Total energy supply (PJ),2006,37.84363528
1328,Netherlands,Renewables and waste,Total energy supply (PJ),2006,129.8997405
1329,Netherlands,Electricity,Total energy supply (PJ),2006,77.25240107
1330,Netherlands,Heat,Total energy supply (PJ),2006,0
1331,Netherlands,Total,Total energy supply (PJ),2006,3312.928634
1332,Poland,"Coal, peat and oil shale",Total energy supply (PJ),2006,2389.017065
1333,Poland,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,889.414857
1334,Poland,Oil products,Total energy supply (PJ),2006,79.51720029
1335,Poland,Natural gas,Total energy supply (PJ),2006,526.763699
1336,Poland,Nuclear,Total energy supply (PJ),2006,0
1337,Poland,Renewables and waste,Total energy supply (PJ),2006,208.3913297
1338,Poland,Electricity,Total energy supply (PJ),2006,-39.54960137
1339,Poland,Heat,Total energy supply (PJ),2006,0.5899996692
1340,Poland,Total,Total energy supply (PJ),2006,4054.144541
1341,Portugal,"Coal, peat and oil shale",Total energy supply (PJ),2006,138.5448755
1342,Portugal,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,616.0372235
1343,Portugal,Oil products,Total energy supply (PJ),2006,-55.88299899
1344,Portugal,Natural gas,Total energy supply (PJ),2006,152.3826011
1345,Portugal,Nuclear,Total energy supply (PJ),2006,0
1346,Portugal,Renewables and waste,Total energy supply (PJ),2006,182.4436786
1347,Portugal,Electricity,Total energy supply (PJ),2006,19.58760048
1348,Portugal,Heat,Total energy supply (PJ),2006,0
1349,Portugal,Total,Total energy supply (PJ),2006,1053.112976
1350,Slovak Republic,"Coal, peat and oil shale",Total energy supply (PJ),2006,186.5911059
1351,Slovak Republic,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,242.3451892
1352,Slovak Republic,Oil products,Total energy supply (PJ),2006,-100.7582016
1353,Slovak Republic,Natural gas,Total energy supply (PJ),2006,225.1611008
1354,Slovak Republic,Nuclear,Total energy supply (PJ),2006,198.8115461
1355,Slovak Republic,Renewables and waste,Total energy supply (PJ),2006,36.71834904
1356,Slovak Republic,Electricity,Total energy supply (PJ),2006,-8.391599053
1357,Slovak Republic,Heat,Total energy supply (PJ),2006,0.0023990364
1358,Slovak Republic,Total,Total energy supply (PJ),2006,780.4798978
1359,Slovenia,"Coal, peat and oil shale",Total energy supply (PJ),2006,65.5088625
1360,Slovenia,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,0
1361,Slovenia,Oil products,Total energy supply (PJ),2006,109.8779982
1362,Slovenia,Natural gas,Total energy supply (PJ),2006,37.64969852
1363,Slovenia,Nuclear,Total energy supply (PJ),2006,60.52363555
1364,Slovenia,Renewables and waste,Total energy supply (PJ),2006,40.11210213
1365,Slovenia,Electricity,Total energy supply (PJ),2006,0.1583992044
1366,Slovenia,Heat,Total energy supply (PJ),2006,0
1367,Slovenia,Total,Total energy supply (PJ),2006,313.8306919
1368,Spain,"Coal, peat and oil shale",Total energy supply (PJ),2006,760.7105693
1369,Spain,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,2583.528902
1370,Spain,Oil products,Total energy supply (PJ),2006,225.2502001
1371,Spain,Natural gas,Total energy supply (PJ),2006,1307.6766
1372,Spain,Nuclear,Total energy supply (PJ),2006,655.920002
1373,Spain,Renewables and waste,Total energy supply (PJ),2006,394.3266279
1374,Spain,Electricity,Total energy supply (PJ),2006,-11.80799855
1375,Spain,Heat,Total energy supply (PJ),2006,0
1376,Spain,Total,Total energy supply (PJ),2006,5915.604898
1377,Sweden,"Coal, peat and oil shale",Total energy supply (PJ),2006,112.5476275
1378,Sweden,"Crude, NGL and feedstocks",Total energy supply (PJ),2006,832.5517282
1379,Sweden,Oil products,Total energy supply (PJ),2006,-268.4536009
1380,Sweden,Natural gas,Total energy supply (PJ),2006,36.92160144
1381,Sweden,Nuclear,Total energy supply (PJ),2006,730.6581836
1382,Sweden,Renewables and waste,Total energy supply (PJ),2006,625.587331
1383,Sweden,Electricity,Total energy supply (PJ),2006,21.74399926
1384,Sweden,Heat,Total energy supply (PJ),2006,11.90387627
1385,Sweden,Total,Total energy supply (PJ),2006,2103.460746
1386,Austria,"Coal, peat and oil shale",Total energy supply (PJ),2007,162.1292622
1387,Austria,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,379.8358786
1388,Austria,Oil products,Total energy supply (PJ),2007,167.4126354
1389,Austria,Natural gas,Total energy supply (PJ),2007,298.6510466
1390,Austria,Nuclear,Total energy supply (PJ),2007,0
1391,Austria,Renewables and waste,Total energy supply (PJ),2007,362.8524677
1392,Austria,Electricity,Total energy supply (PJ),2007,21.65902816
1393,Austria,Heat,Total energy supply (PJ),2007,0.1547985564
1394,Austria,Total,Total energy supply (PJ),2007,1392.695117
1395,Belgium,"Coal, peat and oil shale",Total energy supply (PJ),2007,184.9830775
1396,Belgium,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,1386.691158
1397,Belgium,Oil products,Total energy supply (PJ),2007,-489.3517019
1398,Belgium,Natural gas,Total energy supply (PJ),2007,627.1146003
1399,Belgium,Nuclear,Total energy supply (PJ),2007,526.112727
1400,Belgium,Renewables and waste,Total energy supply (PJ),2007,92.70827472
1401,Belgium,Electricity,Total energy supply (PJ),2007,24.40440084
1402,Belgium,Heat,Total energy supply (PJ),2007,2.657001895
1403,Belgium,Total,Total energy supply (PJ),2007,2355.319547
1404,Czech Republic,"Coal, peat and oil shale",Total energy supply (PJ),2007,894.2244477
1405,Czech Republic,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,323.8029419
1406,Czech Republic,Oil products,Total energy supply (PJ),2007,79.17600121
1407,Czech Republic,Natural gas,Total energy supply (PJ),2007,303.0677982
1408,Czech Republic,Nuclear,Total energy supply (PJ),2007,286.5157282
1409,Czech Republic,Renewables and waste,Total energy supply (PJ),2007,104.9790989
1410,Czech Republic,Electricity,Total energy supply (PJ),2007,-58.15080014
1411,Czech Republic,Heat,Total energy supply (PJ),2007,0.4848356268
1412,Czech Republic,Total,Total energy supply (PJ),2007,1934.100047
1413,Denmark,"Coal, peat and oil shale",Total energy supply (PJ),2007,194.7567308
1414,Denmark,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,329.2388988
1415,Denmark,Oil products,Total energy supply (PJ),2007,-13.63940116
1416,Denmark,Natural gas,Total energy supply (PJ),2007,170.0522997
1417,Denmark,Nuclear,Total energy supply (PJ),2007,0
1418,Denmark,Renewables and waste,Total energy supply (PJ),2007,152.0990962
1419,Denmark,Electricity,Total energy supply (PJ),2007,-3.42000014
1420,Denmark,Heat,Total energy supply (PJ),2007,0.1534001652
1421,Denmark,Total,Total energy supply (PJ),2007,829.2410202
1422,Estonia,"Coal, peat and oil shale",Total energy supply (PJ),2007,156.0169529
1423,Estonia,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,-14.11847994
1424,Estonia,Oil products,Total energy supply (PJ),2007,46.35940645
1425,Estonia,Natural gas,Total energy supply (PJ),2007,33.63480015
1426,Estonia,Nuclear,Total energy supply (PJ),2007,0
1427,Estonia,Renewables and waste,Total energy supply (PJ),2007,25.2108162
1428,Estonia,Electricity,Total energy supply (PJ),2007,-8.71199811
1429,Estonia,Heat,Total energy supply (PJ),2007,0
1430,Estonia,Total,Total energy supply (PJ),2007,238.3914976
1431,Finland,"Coal, peat and oil shale",Total energy supply (PJ),2007,301.6808453
1432,Finland,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,526.9731604
1433,Finland,Oil products,Total energy supply (PJ),2007,-112.5563988
1434,Finland,Natural gas,Total energy supply (PJ),2007,156.2247019
1435,Finland,Nuclear,Total energy supply (PJ),2007,255.5236362
1436,Finland,Renewables and waste,Total energy supply (PJ),2007,366.5795571
1437,Finland,Electricity,Total energy supply (PJ),2007,45.20520198
1438,Finland,Heat,Total energy supply (PJ),2007,3.482601174
1439,Finland,Total,Total energy supply (PJ),2007,1543.113301
1440,France,"Coal, peat and oil shale",Total energy supply (PJ),2007,565.0110004
1441,France,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,3534.384781
1442,France,Oil products,Total energy supply (PJ),2007,61.13840014
1443,France,Natural gas,Total energy supply (PJ),2007,1611.393302
1444,France,Nuclear,Total energy supply (PJ),2007,4797.054545
1445,France,Renewables and waste,Total energy supply (PJ),2007,743.4236489
1446,France,Electricity,Total energy supply (PJ),2007,-204.5268003
1447,France,Heat,Total energy supply (PJ),2007,0.044401014
1448,France,Total,Total energy supply (PJ),2007,11107.92328
1449,Germany,"Coal, peat and oil shale",Total energy supply (PJ),2007,3605.272199
1450,Germany,"Crude, NGL and feedstocks",Total energy supply (PJ),2007,4766.495389
1451,Germany,Oil products,Total energy supply (PJ),2007,-388.8359997
1452,Germany,Natural gas,Total energy supply (PJ),2007,3202.702202
1453,Germany,Nuclear,Total energy supply (PJ),2007,1533.098182
